is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	gatewaypundit	RT @gatewaypundit: Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypun…		 Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypun…	democrat fire marshal turns thousands of trump supporters away at columbus rally via gatewaypun
1	DanScavino	RT @DanScavino: .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA_x1f1fa__x1f1f8_ https:…		 .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA_x1f1fa__x1f1f8_ https:…	stops by overflow room in mechanicsburg pennsylvania prior to main rally trumpmovement magax1f1fax1f1f8
1	realDonaldTrump	"""@ekokurn: RT @realDonaldTrump: “Once you learn to quit, it becomes a habit.” - Vince Lombardi"""	" ""@ekokurn:"	" “Once you learn to quit, it becomes a habit.” - Vince Lombardi"""	once you learn to quit it becomes a habit vince lombardi
1	IngrahamAngle	RT @IngrahamAngle: Trump Int'l Golf Club West Palm Beach is spectacular. Almost makes me wish I had time to play/learn/like golf.		 Trump Int'l Golf Club West Palm Beach is spectacular. Almost makes me wish I had time to play/learn/like golf.	trump intl golf club west palm beach is spectacular almost makes me wish i had time to playlearnlike golf
1	mike_pence	RT @mike_pence: Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA Tickets: https://t.co/sNfhyGeaAH		 Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA Tickets: https://t.co/sNfhyGeaAH	good morning join me in lima ohio tomorrow evening at 7pm maga tickets
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk		 Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk	obama refers to himself 119 times during hillary nominating speech
1	realDonaldTrump	"""@mballance: The best birthday present would be a RT from the @realDonaldTrump 2016"""	" ""@mballance: The best birthday present would be a"	" from the 2016"""	from the 2016
1	realDonaldTrump	"""@DrewMadeOFF: RT @realDonaldTrump: ""I never did a day's work in my #life. It was all #fun."" -- Thomas A. Edison"""	" ""@DrewMadeOFF:"	" ""I never did a day's work in my #life. It was all #fun."" -- Thomas A. Edison"""	i never did a days work in my life it was all fun thomas a edison
1	JebBurtonRacing	"""@jerrysan52: Now that is a combo..he needs ride along RT @JebBurtonRacing: Got to meet the man Donald Trump. _x1f44d__x1f44d_ http://t.co/IuiQe46Sxk"""""	" ""@jerrysan52: Now that is a combo..he needs ride along"	" Got to meet the man Donald Trump. _x1f44d__x1f44d_ http://t.co/IuiQe46Sxk"""""	got to meet the man donald trump x1f44dx1f44d
1	realDonaldTrump	"""@jabupaqatago: RT @realDonaldTrump: Great news from Ireland”Clare County Council turned down massive windfarm near my hotel"" So smart!"	" ""@jabupaqatago:"	" Great news from Ireland”Clare County Council turned down massive windfarm near my hotel"" So smart!"	great news from irelandclare county council turned down massive windfarm near my hotel so smart
1	realDonaldTrump	"""@CharlieG_DC: RT @realDonaldTrump: Success requires 100% effort and 100% focus. Nothing less."""	" ""@CharlieG_DC:"	" Success requires 100% effort and 100% focus. Nothing less."""	success requires 100 effort and 100 focus nothing less
1	IBDeditorials	RT @IBDeditorials: Was Barack Obama A Foreign Exchange Student? http://t.co/PnlEqnYc		 Was Barack Obama A Foreign Exchange Student? http://t.co/PnlEqnYc	was barack obama a foreign exchange student
1	foxandfriends	RT @foxandfriends: STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3		 STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3	still ahead realdonaldtrump joins us at 7amet rncincle
1	thehill	"""@CRinQC: RT @thehill: New Iowa poll finds .@realDonaldTrump in the lead by double digits. https://t.co/00phDHSb37 https://t.co/t6DSOopCXd"	" ""@CRinQC:"	 New Iowa poll finds .@realDonaldTrump in the lead by double digits. https://t.co/00phDHSb37 https://t.co/t6DSOopCXd	new iowa poll finds realdonaldtrump in the lead by double digits
1	realDonaldTrump	"""@arcuate: dude that's freaking cool as heck RT @realDonaldTrump wind turbine blades will slice 14 million birds and bats to death in 10 yrs"	" ""@arcuate: dude that's freaking cool as heck"	 wind turbine blades will slice 14 million birds and bats to death in 10 yrs	wind turbine blades will slice 14 million birds and bats to death in 10 yrs
1	realDonaldTrump	"""@vidopisugam: RT @realDonaldTrump The weak jokers who so badly hurt great Penn State University should have fought the NCAA"""	" ""@vidopisugam:"	" The weak jokers who so badly hurt great Penn State University should have fought the NCAA"""	the weak jokers who so badly hurt great penn state university should have fought the ncaa
1	realDonaldTrump	"""@toypilaVzla: RT ""@MrNicolasBell: @realDonaldTrump @TMobile @JohnLegere @Verizon is the best service provider http://t.co/JKJIjBFwmz"	" ""@toypilaVzla:"	" ""@MrNicolasBell: @TMobile @JohnLegere @Verizon is the best service provider http://t.co/JKJIjBFwmz"	tmobile johnlegere verizon is the best service provider
1	Toure	"""@scubapoet: Hell, reality gets under his skin. :D RT @Toure: I think @realDonaldTrump blocked me."" True, because you're a boring racist!"	" ""@scubapoet: Hell, reality gets under his skin. :D"	" I think @realDonaldTrump blocked me."" True, because you're a boring racist!"	i think realdonaldtrump blocked me true because youre a boring racist
1	realDonaldTrump	"""@MichaelSteele: Can't wait 4 TrumpDC RT @realDonaldTrump: ""@ichicagoscott: Thanks Michael, it will be the best - keep up the great work!"	" ""@MichaelSteele: Can't wait 4 TrumpDC"	" ""@ichicagoscott: Thanks Michael, it will be the best - keep up the great work!"	thanks michael it will be the best keep up the great work
1	Carl_C_Icahn	RT @Carl_C_Icahn: 1/2 Believe Trump gave a great speech.		 1/2 Believe Trump gave a great speech.	12 believe trump gave a great speech
1	Carl_C_Icahn	RT @Carl_C_Icahn: 2/2 How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium…		 2/2 How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium…	22 how many of our presidents even our great presidents would have handled the antics that went on in that auditorium
1	NRA	RT @NRA: .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary		 .@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary	is right if hillaryclinton gets to pick her anti2a scotus judges theres nothing we can do neverhillary
1	NRA	RT @NRA: But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary		 But there IS something we will do on #ElectionDay: Show up and vote for the #2A! #DefendtheSecond #NeverHillary	but there is something we will do on electionday show up and vote for the 2a defendthesecond neverhillary
1	dcexaminer	RT @dcexaminer: EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet https://t.co/hV2z4yrTU7 https://t.co/lWkjmdyQ7Q		 EXCLUSIVE: How Donald Trump's 30 million followers are crashing the Internet https://t.co/hV2z4yrTU7 https://t.co/lWkjmdyQ7Q	exclusive how donald trumps 30 million followers are crashing the internet
1	StrengthenTheUS	"""@TheNewsClub_US: RT ""@robmo: @StrengthenTheUS @GOP @realDonaldTrump. We The People want Mr Trump… #RT #CNN #HBO https://t.co/afbwQCvUDs"""	" ""@TheNewsClub_US:"	" ""@robmo: @GOP @realDonaldTrump. We The People want Mr Trump… #RT #CNN #HBO https://t.co/afbwQCvUDs"""	gop realdonaldtrump we the people want mr trump cnn hbo
1	GMA	"RT @GMA: WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women. https://t.co/rMFe9o6WcL"		" WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women. https://t.co/rMFe9o6WcL"	watch ivankatrump on women who work empowering campaign celebrates modern women
1	realDonaldTrump	"""@DrewMadeOFF RT @realDonaldTrump RT @tx_shaun its #true, he didn't get his show until after he won the @ApprenticeNBC"" True!"	" ""@DrewMadeOFF"	" @tx_shaun its #true, he didn't get his show until after he won the @ApprenticeNBC"" True!"	its true he didnt get his show until after he won the apprenticenbc true
1	KellyannePolls	RT @KellyannePolls: more media #polls showing @realDonaldTrump ahead in states Pres Obama won twice. https://t.co/EGySAz6Am1		 more media #polls showing @realDonaldTrump ahead in states Pres Obama won twice. https://t.co/EGySAz6Am1	more media polls showing realdonaldtrump ahead in states pres obama won twice
1	"realDonaldTrump"""	"""@EEpplin: @carterj1982 is getting married today and he's a huge fan! Can you give him a RT to celebrate? @realDonaldTrump"" Good luck!"	" ""@EEpplin: @carterj1982 is getting married today and he's a huge fan! Can you give him a"	 to celebrate? Good luck!	to celebrate good luck
1	EricTrump	RT @EricTrump: What a scary statistic! Americans are working harder and making less! We need competent leadership! https://t.co/jcGCbVOf6v		 What a scary statistic! Americans are working harder and making less! We need competent leadership! https://t.co/jcGCbVOf6v	what a scary statistic americans are working harder and making less we need competent leadership
1	LouDobbs	RT @LouDobbs: Trump outlines new child-care policy proposals via the @FoxNews App @realDonaldTrump seems a candidate of destiny https://t.c…		 Trump outlines new child-care policy proposals via the @FoxNews App @realDonaldTrump seems a candidate of destiny https://t.c…	trump outlines new childcare policy proposals via the foxnews app realdonaldtrump seems a candidate of destiny
1	austinroneil	RT @austinroneil: @realDonaldTrump Thanks for all the inspirational quotes. Helping encourage this young entrepreneur. :)		 @realDonaldTrump Thanks for all the inspirational quotes. Helping encourage this young entrepreneur. :)	thanks for all the inspirational quotes helping encourage this young entrepreneur
1	IvankaTrump	RT @IvankaTrump: Ivanka penned an Op-Ed that ran in the @WSJ this afternoon, read it here. https://t.co/3QE4nRXzLZ @realDonaldTrump https:/…		 Ivanka penned an Op-Ed that ran in the @WSJ this afternoon, read it here. https://t.co/3QE4nRXzLZ @realDonaldTrump https:/…	ivanka penned an oped that ran in the wsj this afternoon read it here realdonaldtrump
1	IvankaTrump	RT @IvankaTrump: Ivanka is joining @realDonaldTrump to outline an innovative new child care policy to support American families. Tune in to…		 Ivanka is joining @realDonaldTrump to outline an innovative new child care policy to support American families. Tune in to…	ivanka is joining realdonaldtrump to outline an innovative new child care policy to support american families tune in to
1	kawaiibitchx	"""@kawaiibitchx: ""@PolitiGal2012: American RT @kawaiibitchx: I want America to be the nation it once was #TrumpForPresident"" AMERICA"""	" ""@kawaiibitchx: ""@PolitiGal2012: American"	" I want America to be the nation it once was #TrumpForPresident"" AMERICA"""	i want america to be the nation it once was trumpforpresident america
1	realDonaldTrump	"""@RUSHLvR1: RT ""@AAcrowellt: @realDonaldTrump if you run for president im voting for you"" Great. I am dying for Donald to run and win#"""	" ""@RUSHLvR1:"	" ""@AAcrowellt: if you run for president im voting for you"" Great. I am dying for Donald to run and win#"""	if you run for president im voting for you great i am dying for donald to run and win
1	BarackObama	RT @BarackObama: RT if you agree: We need a President who is fighting for all Americans, not one who writes off nearly half the country.		 if you agree: We need a President who is fighting for all Americans, not one who writes off nearly half the country.	if you agree we need a president who is fighting for all americans not one who writes off nearly half the country
1	NRCC	RT @NRCC: Good to hear @realDonaldTrump is on board.GOP is the party of free enterprise.Join us as we innovate: http://t.co/RhGNVk4O9r		 Good to hear @realDonaldTrump is on board.GOP is the party of free enterprise.Join us as we innovate: http://t.co/RhGNVk4O9r	good to hear realdonaldtrump is on boardgop is the party of free enterprisejoin us as we innovate
1	eurgolf	"""@kaiame: RT @eurgolf Beautiful vista over 18th hole at @TrumpScotland at Menie Estate. DonaldTrump #golf #Scotland http://t.co/Q6oQdAdiis"	" ""@kaiame:"	 Beautiful vista over 18th hole at @TrumpScotland at Menie Estate. DonaldTrump #golf #Scotland http://t.co/Q6oQdAdiis	beautiful vista over 18th hole at trumpscotland at menie estate donaldtrump golf scotland
